class_id,class_label,base_species_or_group,label_type,coverage_status,recommended_name,recommended_url,notes,expert_description_status,expert_visual_description,expert_description_source,source_page_verified_in_this_pass,expert_description_sections,description_notes,safe_use_note
596,Curve-billed Thrasher,Curve-billed Thrasher,species_label,likely_covered_species_page,Curve-billed Thrasher,https://www.allaboutbirds.org/guide/Curve-billed_Thrasher/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""lanky body"", ""long curved bill"", ""long tail"", ""thick legs"", ""thick bill"", ""grayish-brown upperparts"", ""off-white underparts"", ""indistinct gray-brown speckling""]",https://www.allaboutbirds.org/guide/Curve-billed_Thrasher/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
597,Cedar Waxwing,Cedar Waxwing,species_label,likely_covered_species_page,Cedar Waxwing,https://www.allaboutbirds.org/guide/Cedar_Waxwing/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""medium-sized body"", ""large head"", ""short neck"", ""short wide bill"", ""pale brown head"", ""pale brown chest"", ""gray wings"", ""bright yellow tip""]",https://www.allaboutbirds.org/guide/Cedar_Waxwing/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
598,Palm Warbler,Palm Warbler,species_label,likely_covered_species_page,Palm Warbler,https://www.allaboutbirds.org/guide/Palm_Warbler/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""fuller belly"", ""upright posture"", ""dull brownish-olive upperparts"", ""yellow undertail"", ""yellow throat"", ""paler yellow undertails"", ""dull brown crown""]",https://www.allaboutbirds.org/guide/Palm_Warbler/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
599,"Black Guillemot (Nonbreeding, juvenile)",Black Guillemot,variant_label,likely_covered_species_page,Black Guillemot,https://www.allaboutbirds.org/guide/Black_Guillemot/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"[""medium-sized seabird body"", ""heavy body"", ""pointed wings"", ""small head"", ""short neck"", ""deep black plumage"", ""large white patches"", ""black border"", ""white wing"", ""whitish head"", ""whitish neck"", ""whitish underparts""]",https://www.allaboutbirds.org/guide/Black_Guillemot/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
600,"Pigeon Guillemot (Nonbreeding, juvenile)",Pigeon Guillemot,variant_label,likely_covered_species_page,Pigeon Guillemot,https://www.allaboutbirds.org/guide/Pigeon_Guillemot/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"[""medium-sized seabird body"", ""small head"", ""medium-length sharply pointed bill"", ""narrow body"", ""dark brown plumage"", ""dark underwing feathers"", ""white patches"", ""dark upperwing feathers"", ""white wing"", ""whitish head"", ""whitish neck"", ""whitish underparts""]",https://www.allaboutbirds.org/guide/Pigeon_Guillemot/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
601,Black-legged Kittiwake (Immature),Black-legged Kittiwake,variant_label,likely_covered_species_page,Black-legged Kittiwake,https://www.allaboutbirds.org/guide/Black-legged_Kittiwake/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"[""small plump belly"", ""pale gray upperparts"", ""neat black wingtips"", ""clean white underparts"", ""yellow bill"", ""white plumage"", ""gray black collar"", ""black tail"", ""black bill""]",https://www.allaboutbirds.org/guide/Black-legged_Kittiwake/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
602,Laughing Gull (Nonbreeding/Immature),Laughing Gull,variant_label,likely_covered_species_page,Laughing Gull,https://www.allaboutbirds.org/guide/Laughing_Gull/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"[""medium-sized body"", ""long wings"", ""long legs"", ""long bill"", ""medium gray upperparts"", ""white underparts"", ""crisp black hood"", ""reddish bill"", ""white head""]",https://www.allaboutbirds.org/guide/Laughing_Gull/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
603,Heermann's Gull (Immature),Heermann's Gull,variant_label,likely_covered_species_page,Heermann's Gull,https://www.allaboutbirds.org/guide/Heermanns_Gull/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"[""medium-sized body"", ""long wings"", ""rounded head"", ""long bill"", ""dark gray upperparts"", ""gray underparts"", ""white head"", ""black legs"", ""red bill"", ""black tip"", ""dark sooty brown plumage"", ""pale bill""]",https://www.allaboutbirds.org/guide/Heermanns_Gull/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
604,Ring-billed Gull (Immature),Ring-billed Gull,variant_label,likely_covered_species_page,Ring-billed Gull,https://www.allaboutbirds.org/guide/Ring-billed_Gull/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"[""slim bill"", ""clean gray upperparts"", ""white head"", ""white body"", ""white tail"", ""black wingtips"", ""white plumage"", ""yellow legs"", ""yellow bill"", ""black band"", ""brown-streaked head"", ""gray pink bill"", ""gray pink legs""]",https://www.allaboutbirds.org/guide/Ring-billed_Gull/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
605,Western Gull (Immature),Western Gull,variant_label,likely_covered_species_page,Western Gull,https://www.allaboutbirds.org/guide/Western_Gull/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"[""large heavy body"", ""thick neck"", ""large head"", ""heavy bill"", ""white black back"", ""white-and-black upperwing feathers"", ""black primary feathers"", ""yellow bill"", ""red mark tip"", ""pale pink legs"", ""pale pink feet"", ""dark brown northern plumage"", ""mottled sooty brown blackish bill"", ""grayish-pink legs"", ""brown blackish feet"", ""dark eye"", ""gray back"", ""brownish wings"", ""gray pink legs"", ""gray pink eye""]",https://www.allaboutbirds.org/guide/Western_Gull/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
606,California Gull (Immature),California Gull,variant_label,likely_covered_species_page,California Gull,https://www.allaboutbirds.org/guide/California_Gull/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"[""medium-sized body"", ""round head"", ""medium gray back"", ""yellow legs"", ""dark eye"", ""yellow bill"", ""small black ring plumage"", ""red spot"", ""black tip""]",https://www.allaboutbirds.org/guide/California_Gull/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
607,Herring Gull (Immature),Herring Gull,variant_label,likely_covered_species_page,Herring Gull,https://www.allaboutbirds.org/guide/Herring_Gull/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"[""large body"", ""hefty bill"", ""hefty body"", ""light-gray back"", ""black wingtips"", ""white head"", ""white underparts"", ""mottled brown gray back"", ""gray back""]",https://www.allaboutbirds.org/guide/Herring_Gull/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
608,Glaucous-winged Gull (Immature),Glaucous-winged Gull,variant_label,likely_covered_species_page,Glaucous-winged Gull,https://www.allaboutbirds.org/guide/Glaucous-winged_Gull/id,No separate page expected for exact sex/plumage/age label; use base species page and extract matching adult/female/immature/nonbreeding captions when available.,found_raw_visual_sections_needs_normalization,"[""large heavyset body"", ""flat head"", ""long heavy bill"", ""gray upperparts"", ""white underparts"", ""white spots"", ""pale brown plumage""]",https://www.allaboutbirds.org/guide/Glaucous-winged_Gull/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
